stop_I;lat;lon;name
6435;52.419.989;13.055.267;Potsdam, Am Pfingstberg
6436;52.424.856;13.054.707;Potsdam, Am Golfplatz
6439;52.433.484;12.993.554;Potsdam, Heineberg
6440;52.362.223;13.137.258;Potsdam, Am Hirtengraben
6441;52.357.835;13.137.468;Potsdam, Marie-Juchacz-Str.
6442;52.364.202;1.313.609;Potsdam, Priesterweg
6443;52.410.348;13.049.981;Potsdam, Schlegelstr./Pappelallee
6444;52.435.539;13.052.065;Potsdam, Amundsenstr./Nedlitzer Str.
6445;52.411.612;13.063.414;Potsdam, Am Neuen Garten/Große Weinmeisterstr.
6446;52.414.892;13.066.506;Potsdam, Glumestr.
6447;52.420.078;13.065.397;Potsdam, Langhansstr./Große Weinmeisterstr.
6448;52.392.079;13.091.487;Potsdam, Rathaus Babelsberg
6450;52.391.665;13.126.953;Potsdam, Rote-Kreuz-Str.
6451;52.438.588;13.077.637;Potsdam, Zedlitzberg
6452;52.428.637;13.092.655;Potsdam, Schloss Sacrow
6453;5.242.958;13.099.427;Potsdam, Weinmeisterweg
6454;52.433.063;13.101.808;Potsdam, Am Hämphorn
6455;52.428.444;13.089.166;Potsdam, Sacrower See
6464;52.432.949;13.053.224;Potsdam, Campus Jungfernsee
6465;52.404.261;13.062.429;Potsdam, Hebbelstr.
6466;52.415.312;13.063.724;Potsdam, Persiusstr.
6467;52.437.983;13.030.668;Potsdam, Lerchensteig/Kleingartenanlage
6468;52.401.031;13.057.753;Potsdam, Brandenburger Str.
6469;52.414.099;13.050.687;Potsdam, Campus Fachhochschule
6470;52.415.375;13.040.473;Potsdam, Hannes-Meyer-Str.
6471;52.412.518;13.038.334;Potsdam, Johan-Bouman-Platz
6472;52.413.954;13.033.444;Potsdam, Kirschallee
6473;52.396.357;1.304.267;Potsdam, Feuerbachstr.
6474;52.395.913;13.049.227;Potsdam, Naturkundemuseum
6475;52.424.732;13.051.484;Potsdam, Viereckremise
6477;52.418.972;1.305.045;Potsdam, Volkspark
6479;52.356.879;13.133.128;Potsdam, C.-Schumann-Str./Trebb. Str..
6481;52.448.077;12.980.895;Potsdam, Sacrow-Paretzer Kanal
6482;52.390.117;13.065.174;Potsdam, Hauptbahnhof/H.-Mann-Allee
6483;52.390.311;13.062.608;Potsdam, Schwimmhalle am Brauhausberg
6484;52.382.317;1.306.409;Potsdam, Telegrafenberg
6485;52.402.334;13.045.632;Potsdam, Friedenskirche
6486;52.386.584;13.065.339;Potsdam, Am Havelblick
6487;52.385.262;13.066.394;Potsdam, Zum Telegrafenberg
6488;52.405.668;13.010.577;Potsdam, Studentenwohnheim Eiche
6489;52.424.199;13.007.428;Potsdam, Gutsstr.
6490;52.423.041;13.012.547;Potsdam, Hermann-Struve-Str.
6491;52.400.182;13.064.285;Potsdam, Klinikum
6492;52.385.351;13.060.491;Potsdam, Finkenweg/Brauhausberg
6493;52.386.457;13.057.419;Potsdam, Finkenweg/Leipziger Str.
6494;52.389.324;13.039.229;Potsdam, Auf dem Kiewitt/Fähre
6495;52.387.108;13.039.793;Potsdam, Hermannswerder/Fähre
6496;52.384.819;13.036.406;Potsdam, Hoffbauer-Stiftung
6497;52.385.922;13.041.807;Potsdam, Tornowstr.
6498;52.387.774;13.043.746;Potsdam, Küsselstr.
6499;52.405.401;13.006.118;Potsdam, Kaiser-Friedrich-Str./Polizei
6500;52.401.507;13.071.723;Potsdam, Schiffbauergasse/Uferweg
6501;52.412.459;13.062.215;Potsdam, Kleine Weinmeisterstr.
6502;52.372.282;13.132.304;Potsdam, Stern-Center/Nuthestr.
6503;52.369.767;13.134.926;Potsdam, Stern-Center/Gerlachstr.
6504;52.378.938;13.117.612;Potsdam, Katjes
6505;52.375.545;13.114.266;Potsdam, Betriebshof ViP
6506;52.392.832;1.308.087;Potsdam, Wiesenstr./Lotte-Pulewka-Str.
6507;52.390.935;13.067.162;S Potsdam Hauptbahnhof
6528;52.294.128;13.431.118;Rangsdorf, Bahnhof
6529;52.327.036;13.419.638;Dahlewitz, Bahnhof
6530;52.337.632;13.415.913;S Blankenfelde (TF) Bhf
6531;52.360.168;1.340.878;S Mahlow
6532;52.299.215;13.267.606;Ludwigsfelde, Bahnhof
6533;52.315.698;13.271.788;Ludwigsfelde, Birkengrund Bhf
6534;52.350.028;13.284.368;Großbeeren, Bahnhof
6539;52.349.521;13.274.784;Neubeeren, Dorf
6540;52.344.539;13.264.178;Neubeeren, Sputendorfer Str.
6547;52.300.133;132.658;Ludwigsfelde, M.-Gorki-Str.
6548;52.268.263;13.462.557;Groß Machnow, Str. der Einheit
6549;52.378.178;13.318.536;Großbeeren, Osdorfer Ring
6550;5.231.387;13.301.005;Genshagen, Ludwigsfelder Str.
6557;52.324.446;13.267.286;Ludwigsfelde, R.-Diesel-Str.
6558;52.379.076;13.325.803;Großbeeren, Mahlower Str.
6560;5.228.718;13.449.594;Rangsdorf, Winterfeldallee
6562;52.388.253;13.328.957;Heinersdorf (TF), Dorf
6563;52.384.491;1.331.257;Birkenhain (Heinersdorf)
6564;52.369.661;13.361.054;Birkholz (bei Osdorf), Abzweig
6565;52.365.076;13.395.106;Mahlow, Lichtenrader Str.
6566;52.343.949;13.436.836;Glasow, Friedhof
6567;52.364.626;13.385.916;Mahlow, Mahlower Dorfstr.
6568;52.364.481;13.408.124;Mahlow, H.-Tschäpe-Str.
6569;52.360.787;13.434.989;Mahlow, Goethestr.
6570;52.370.012;1.339.488;Mahlow, Ziethener Str.
6571;52.365.712;13.314.509;Großbeeren, Feldstr.
6572;52.361.225;13.311.499;Großbeeren, Lindenstr.
6573;52.356.875;13.308.302;Großbeeren, Schule
6574;52.354.469;13.307.218;Großbeeren, Denkmal
6575;52.348.478;13.306.131;Großbeeren, Genshagener Str.
6796;5.229.516;13.434.185;Rangsdorf, Kienitzer Str.
6797;52.378.481;13.304.182;Großbeeren, Märkische Allee Wendestelle
6798;5.227.521;13.464.779;Groß Machnow, Dorfstr.
6801;52.377.729;13.308.772;Großbeeren, Märkische Allee Nord
6802;52.373.787;13.319.037;Großbeeren, Am Wall
6803;52.375.586;13.314.068;Großbeeren, Zum Kiesberg
6811;52.322.116;1.330.465;Genshagen, Waldsiedlung
6812;52.315.912;13.312.167;Genshagen, Dorf
6813;52.313.502;13.297.666;Genshagen, Siedlung
6814;52.319.521;13.234.205;Ludwigsfelde, Siedlerweg
6815;52.312.839;13.239.767;Ludwigsfelde, Neckarstr.
6816;52.308.259;13.247.073;Ludwigsfelde, S.-Allende-Str.
6817;52.305.409;13.252.242;Ludwigsfelde, Hochhaus
6818;52.300.016;13.261.663;Ludwigsfelde, Stadtverwaltung
6819;52.299.193;13.273;Ludwigsfelde, Märkersteig
6820;5.231.397;13.263.585;Ludwigsfelde, Zum Industriepark
6821;52.316.387;13.252.728;Ludwigsfelde, Graf-v.-Zeppelin-Str.
6822;52.293.169;13.270.658;Ludwigsfelde, Cottbuser Weg
6823;52.305.898;13.245.981;Ludwigsfelde, Schule 3
6824;52.303.704;13.243.529;Ludwigsfelde, Waldhaus
6825;5.231.107;13.244.748;Ludwigsfelde, Brandenburgische Str.
6826;5.231.372;13.204.099;Ahrensdorf (bei Ludwigsfelde), Gröbener Str.
6827;52.316.956;13.200.594;Ahrensdorf (bei Ludwigsfelde), Gartenstadt
6828;52.314.723;13.198.319;Ahrensdorf (bei Ludwigsfelde), Hauptstr.
6830;52.311.387;13.438.259;Dahlewitz, Kiefernstr.
6831;52.313.051;13.437.447;Dahlewitz, Jagdweg
6832;5.231.411;13.439.051;Dahlewitz, Wildwechsel
6833;5.231.245;13.444.716;Dahlewitz, Mittelstr.
6834;52.309.417;13.442.154;Dahlewitz, Eschenweg
6835;52.319.554;13.472.095;Groß Kienitz, Am Weidendamm
6836;52.324.742;13.463.188;Groß Kienitz, Gr. Kienitzer Dorfstr.
6837;52.376.444;13.398.225;Mahlow, Hubertusstr.
6838;52.357.128;1.339.377;Mahlow, L.-Bernstein-Ring
6839;52.349.924;13.422.118;Mahlow, Schulstr.
6840;52.320.469;1.343.716;Dahlewitz, Rangsdorfer Weg
6841;52.325.101;13.405.553;Blankenfelde, Jühnsdorfer Weg
6842;52.326.721;13.391.728;Blankenfelde, Triftstr.
6843;52.331.506;13.394.445;Blankenfelde (TF), Kirche
6844;52.324.608;1.340.011;Blankenfelde, M.-Liebermann-Ring
6845;52.362.237;13.438.398;Mahlow, Paul-Krebs-Str.
6846;52.331.167;13.404.058;Blankenfelde, Stechberg
6855;52.308.361;13.241.651;Ludwigsfelde, A.-Bebel-Str.
6856;52.337.366;13.400.499;Blankenfelde, A.-Bebel-Str.
6858;5.233.952;13.392.364;Blankenfelde, Tiliastr.
6859;52.338.097;13.396.428;Blankenfelde, Kastanienstr.
6860;52.328.635;13.407.631;Blankenfelde, Feuerwehr
6861;52.324.913;13.395.631;Blankenfelde, A.-Dürer-Str.
6868;52.334.714;13.411.154;Blankenfelde, Märk. Promenade
6869;52.334.582;13.405.648;Blankenfelde, Ärztehaus
6876;52.252.955;13.448.829;Dabendorf, Mahlower Str.
6879;52.323.696;13.433.436;Dahlewitz, Bahnhofstr.
6880;5.232.588;13.425.248;Dahlewitz, Schule
6881;52.341.035;13.365.824;Diedersdorf (TF), Bahnhofstr.
6882;52.342.233;1.335.779;Diedersdorf (TF), Friedhof
6883;52.345.049;13.344.948;Diedersdorf (TF), Ausbau
6890;52.316.515;13.312.097;Genshagen, Genshagener Dorfstr.
6891;52.311.463;13.311.419;Genshagen, Seestr.
6892;52.313.097;1.329.195;Genshagen, Eichenhain
6893;5.230.966;13.312.671;Genshagen, Lindenweg
6894;52.310.983;13.294.616;Genshagen, Parkallee
6895;52.309.391;13.301.285;Genshagen, Spitzahornweg
6896;52.322.201;13.304.227;Genshagen, Wendestelle
6898;52.261.609;13.368.375;Glienick, Ausbau
6899;52.252.486;13.379.209;Glienick, Dorfaue
6900;52.258.465;1.337.982;Glienick, Schule
6907;52.272.934;13.350.396;Groß Schulzendorf, Wietstocker Str.
6908;52.272.668;13.351.604;Groß Schulzendorf, Dorfaue
6909;52.269.879;13.358.141;Groß Schulzendorf, Zossener Str.
6911;52.352.811;13.301.151;Großbeeren, Bahnhofstr.
6912;52.355.237;13.292.166;Großbeeren, Märkische Allee Süd
6915;52.273.697;13.464.231;Groß Machnow, Kirche
6916;52.388.186;13.331.717;Heinersdorf (TF), Osdorfer Str.
6922;52.299.946;13.384.892;Jühnsdorf, Dorfstr.
6929;52.279.545;13.292.131;Kerzendorf, Abzweig
6930;5.227.085;13.280.172;Kerzendorf, Dorfplatz
6937;5.236.118;13.321.979;Kleinbeeren, Friedhof
6938;52.360.972;13.330.164;Kleinbeeren, Dorfstr.
6941;52.306.091;13.477.748;Klein Kienitz, Kienitzer Dorfstr.
6949;52.293.932;13.315.944;Löwenbruch, Dorfstr.
6950;52.290.731;13.294.069;Löwenbruch, Weinberg
6951;52.311.475;1.325.822;Ludwigsfelde, Krankenhaus
6952;52.311.722;13.256.189;Ludwigsfelde, R.-Koch-Str.
6953;52.314.383;13.284.508;Ludwigsfelde, Am Birkengrund
6954;52.312.597;13.249.072;Ludwigsfelde, Damsdorfer Heide
6955;52.310.881;13.244.772;Ludwigsfelde, Donaustr.
6956;52.304.036;13.266.381;Ludwigsfelde, J.-Curie-Platz
6957;5.230.364;13.252.969;Ludwigsfelde, E.-Weinert-Str.
6958;52.302.815;13.247.712;Ludwigsfelde, K.-Liebknecht-Str.
6960;52.302.081;13.261.795;Ludwigsfelde, Kulturhaus
6961;52.295.895;13.264.609;Ludwigsfelde, A.-Ladwig-Str.
6962;52.293.573;13.271.608;Ludwigsfelde, Am Preußen-Park
6963;52.290.516;13.259.135;Ludwigsfelde, Am Friedhof
6964;52.309.773;13.259.404;Ludwigsfelde, Ärztehaus
6965;5.230.826;13.258.862;Ludwigsfelde, Waldstadion
6966;52.316.254;13.235.493;Ludwigsfelde, Gröbener Heide
6967;52.299.116;13.256.682;Ludwigsfelde, Gymnasium
6968;52.293.452;13.255.979;Ludwigsfelde, H.-Zille-Str.
6969;5.229.095;13.257.213;Ludwigsfelde, K.-Kollwitz-Str.
6970;52.297.018;13.256.242;Ludwigsfelde, Taubenstr.
6975;52.364.715;13.389.883;Mahlow, Schule am Waldblick
6994;52.297.797;13.440.589;Rangsdorf, Anemonenstr.
6995;52.289.737;13.439.682;Rangsdorf, Bergstr.
6996;5.228.454;13.455.238;Rangsdorf, Herweghring
6997;52.299.449;13.453.206;Rangsdorf, Hochwaldpromenade
6998;52.299.382;13.460.035;Rangsdorf, Südringcenter
6999;52.294.175;1.345.743;Rangsdorf, Theresenhof
7010;52.285.041;1.321.207;Siethen, Potsdamer Ch.
7012;52.288.173;13.209.899;Siethen, Seestück
7016;52.283.495;13.212.042;Siethen, Ludwigsfelder Str.
7019;52.373.088;13.298.517;Großbeeren, Märkische Allee Mitte
7030;52.269.822;13.305.868;Wietstock, Kirche
7031;52.268.604;13.307.121;Wietstock, Wietstocker Dorfstr.
7055;52.363.317;13.294.619;Großbeeren, Containerbhf.
7058;523.232;13.473.052;Groß Kienitz, H.-Gebauer-Str.
7069;52.365;13.377.838;Mahlow, Teltower Str.
7070;5.235.911;13.422.824;Mahlow, Birkenstr.
7071;52.358.763;13.406.754;Mahlow, Feuerwehr
7072;52.347.107;13.406.691;Blankenfelde, Klabundring
7073;5.235.832;13.435.379;Mahlow, Am Lückefeld
7074;52.306.939;13.261.405;Ludwigsfelde, Kristallbad
7075;5.230.006;13.284.255;Ludwigsfelde, Zum Röthepfuhl
7076;52.351.692;1.340.283;Mahlow, Chopinring
7077;52.356.476;13.397.976;Mahlow, R.-Wagner-Ch.
7078;52.365.698;13.401.777;Mahlow, Ferrastr.
7081;52.355.182;13.416.078;Mahlow, Ibsenstr.
7082;52.345.974;134.277;Mahlow, Drosselweg
7083;52.374.239;13.396.217;Mahlow, Zeppelinstr.
7085;52.337.343;13.406.954;Blankenfelde, Eichendorffstr.
7086;52.343.071;1.340.828;Blankenfelde, Bachstr.
7087;52.336.472;13.406.119;Blankenfelde, K.-Liebknecht-Str.
7088;52.308.444;13.440.846;Dahlewitz, Eschenweg Hotel
7089;52.363.877;13.411.981;Mahlow, Fliederweg
7090;52.330.181;13.271.338;Ludwigsfelde, G.-Daimler-Str.
7092;52.329.689;13.408.222;Blankenfelde, Zossener Damm
7096;52.331.403;13.394.017;Blankenfelde, Blankenfelder Dorfstr.
7100;52.354.619;13.415.106;Mahlow, Glasower Damm
7101;52.294.701;13.429.099;Rangsdorf, C.-Zetkin-Str.
7113;52.294.207;1.343.348;Rangsdorf, Am Stadtweg
7114;5.233.686;13.414.348;Blankenfelde, Karl-Marx-Str.
7117;52.291.151;13.417.112;Rangsdorf, Kirche
7119;52.288.178;134.237;Rangsdorf, Rangsdorfer Ring
7122;52.299.197;13.427.382;Rangsdorf, Frühlingsplatz
7123;52.289.981;13.423.993;Rangsdorf, W.-Rathenau-Str.
7124;52.291.694;13.421.336;Rangsdorf, Dorfanger
7125;52.299.953;13.422.832;Rangsdorf, Frühlingsstr.
7126;52.295.783;13.419.121;Rangsdorf, Friedensallee
7127;5.228.802;13.418.155;Rangsdorf, Ahlbecker Allee
7128;52.286.971;13.420.173;Rangsdorf, Stralsunder Allee
7129;52.291.997;13.423.808;Rangsdorf, Seebadallee
7131;52.293.128;13.429.869;Rangsdorf, Goethestr.
7132;52.352.743;13.307.314;Großbeeren, Am Wiesengrund
7133;52.298.253;1.342.074;Rangsdorf, Weinbergweg
7136;52.341.613;13.277.242;Großbeeren, Heidering
7137;52.304.677;13.257.705;Ludwigsfelde, Straße der Jugend
7145;52.350.409;13.282.427;Neubeeren, Wendestelle
7154;52.283.678;13.208.208;Siethen, Siethener Dorfstr.
7160;52.282.451;13.417.919;Rangsdorf, Stauffenbergallee
7161;52.318.782;13.440.684;Dahlewitz, E.-Thälmann-Str.
7162;52.327.021;13.260.979;Ludwigsfelde, R.-Bosch-Str.
7163;52.321.926;13.258.385;Ludwigsfelde, W.-Maybach-Str.
7164;52.319.022;13.255.134;Ludwigsfelde, Prof.-Brunolf-Baade-Str.
7165;52.320.853;13.262.886;Ludwigsfelde, Industriepark Ost
7166;52.324.614;13.264.211;Ludwigsfelde, N.-Otto-Str.
7167;52.317.273;13.232.617;Ludwigsfelde, Struveshof Bhf
7168;5.229.882;13.275.101;Ludwigsfelde, Parkstr.
7169;52.296.049;13.277.792;Ludwigsfelde, Teltowkehre
7170;52.298.402;13.280.483;Ludwigsfelde, Löwenbrucher Ring
7171;52.318.134;13.231.864;Ludwigsfelde, Struveweg
7172;52.319.164;13.265.375;Ludwigsfelde, Mercedes-Benz-Werk Südtor
7173;52.311.769;13.307.264;Genshagen, Platanenweg
7174;52.310.128;13.225.732;Ludwigsfelde, Ludwigsdorf
7175;52.327.217;13.250.188;Ludwigsfelde, Großbeerener Landstr.
7182;52.296.925;13.630.573;S Königs Wusterhausen Bhf
7183;52.319.209;13.633.593;S Wildau
7184;52.349.445;13.626.371;S Zeuthen
7185;52.372.088;13.614.971;S Eichwalde
7186;52.390.796;13.513.527;S Flughafen Berlin-Schönefeld Bhf
7187;52.302.018;13.652.107;Niederlehme, Bahnhof
7197;52.344.801;13.552.708;Kiekebusch (LDS)
7198;52.361.646;13.556.646;Waltersdorf (bei Berlin), Berliner Str.
7199;52.389.047;13.519.534;Flughafen Schönefeld Terminal (Airport)
7200;52.380.647;13.445.473;Kleinziethen
7205;52.333.177;13.609.313;Miersdorf, Hoherlehmer Str.
7206;52.340.827;13.612.511;Miersdorf, Kirche
7207;52.339.818;13.602.115;Miersdorf, Wüstemarker Weg
7208;52.339.345;13.606.499;Miersdorf, See
7209;52.327.644;13.638.451;Wildau, Ehrenmal
7210;52.338.659;13.632.255;Wildau, Westkorso
7214;52.337.393;13.608.571;Miersdorf, Am Hochwald
7215;52.315.363;13.629.623;Wildau, Eichstr.
7216;52.331.857;13.634.704;Wildau, Kurpark
7217;52.335.462;13.634.001;Wildau, Südpromenade
7218;52.341.112;13.616.659;Miersdorf, Hankelweg
7222;52.343.674;13.595.416;Schulzendorf (LDS), Bremer Str.
7223;52.347.816;13.595.579;Schulzendorf (LDS), Otto-Krien-Str.
7225;52.356.615;13.588.234;Schulzendorf (LDS), W.-Rathenau-Str.
7226;52.356.794;13.575.484;Schulzendorf (LDS), Miersdorfer Str.
7228;52.359.884;13.585.034;Schulzendorf (LDS), Freiligrathstr.
7230;52.367.202;1.360.751;Schulzendorf (LDS), K.-Liebknecht-Str.
7232;52.357.824;13.472.017;Selchow (LDS), Kirche
7233;52.372.051;13.477.086;Waßmannsdorf, Kreuzung
7234;5.235.714;1.347.998;Selchow (LDS), Flughafen West
7235;5.237.986;13.718.989;Wernsdorf, Am Chausseehaus
7236;5.236.949;13.700.834;Wernsdorf, Dorfaue
7237;52.358.134;13.679.772;Ziegenhals, Erlenweg
7238;52.360.524;1.368.804;Ziegenhals, Pappelweg
7239;52.373.296;13.708.645;Wernsdorf, Schleuse
7240;52.352.967;13.671.518;Ziegenhals, Schwarzer Weg
7241;52.362.968;13.695.606;Wernsdorf, Waldeck
7242;52.396.401;13.447.781;Großziethen, Schule
7243;52.398.411;13.451.682;Großziethen, Hort
7244;52.395.043;13.424.201;Großziethen, Lichtenrader Chaussee
7245;5.239.491;13.432.262;Großziethen, Am langen Grund
7246;52.412.062;13.442.988;Großziethen, Uhlandstr.
7247;52.414.245;13.451.849;Großziethen (LDS), Rudolf-Breitscheid-Str.
7248;52.412.874;13.447.159;Großziethen, Friedrich-Ebert-Str.
7249;52.409.708;13.440.001;Großziethen, Thälmannstr.
7250;52.396.918;13.442.244;Großziethen, Am Lindengarten
7251;52.394.414;13.444.205;Großziethen, Alt Großziethen
7252;5.238.053;13.468.117;Waßmannsdorf, Klärwerk
7253;52.372.713;13.465.053;Waßmannsdorf, Stadtgut
7254;52.371.175;13.472.373;Waßmannsdorf, Dorfstr.
7255;52.400.123;13.454.985;Großziethen, Schönefelder Weg
7256;52.376.232;13.468.987;Waßmannsdorf, Rudower Str.
7257;52.394.076;13.440.991;Großziethen, Kreisverkehr
7258;52.407.418;13.440.559;Großziethen, Attilastr.
7259;52.400.828;13.441.505;Großziethen, Erlenweg
7260;52.375.903;13.454.188;Waßmannsdorf, Str. des Friedens
7324;52.342.023;13.510.495;Rotberg, Dorf
7325;52.333.123;13.499.409;Rotberg, Tollkrug
7326;52.369.307;13.550.924;Waltersdorf (bei Berlin), Bohnsdorfer Weg
7327;52.377.093;13.565.677;Waltersdorf (bei Berlin), Gaspumpstation
7328;52.393.002;13.525.047;Schönefeld (bei Berlin), Gartenstr.
7329;52.394.775;13.533.894;Schönefeld (bei Berlin), Seeweg
7330;52.396.878;13.517.893;Schönefeld (bei Berlin), Waltersdorfer Chaussee
7331;52.373.649;13.565.849;Waltersdorf (bei Berlin), Grünauer Str.
7332;52.367.404;13.559.608;Waltersdorf (bei Berlin), Am Rondell
7333;52.38;13.590.983;Waltersdorf (bei Berlin), Weidenweg
7334;52.399.194;13.520.265;Schönefeld (bei Berlin), Wehrmathen
7336;52.385.721;13.490.674;Schönefeld (bei Berlin), Thomas-Dachser-Allee
7337;52.392.708;13.503.147;Schönefeld (bei Berlin), Schwimmhalle
7338;52.343.026;13.517.089;Rotberg, Dorfstr.
7339;52.369.314;13.524.113;Schönefeld (bei Berlin), Elly-Beinhorn-Ring
7340;52.365.577;13.524.718;Schönefeld (bei Berlin), Hugo-Eckener-Allee
7341;52.364.955;13.512.952;Schönefeld (bei Berlin), Willy-Brandt-Platz
7342;52.285.309;13.610.581;Königs Wusterhausen, Schenkendorfer Flur
7343;5.236.843;13.520.177;Schönefeld (bei Berlin), Cargo Center
7344;52.376.897;1.354.304;Waltersdorf (bei Berlin), Gatelands
7349;5.238.227;13.462.564;Waßmannsdorf, Ahornstr.
7350;52.324.718;1.362.319;Wildau, Freiheitstr.
7351;52.298.049;1.361.679;Königs Wusterhausen, Potsdamer Ring
7352;52.301.591;13.630.481;Königs Wusterhausen, Weg am Krankenhaus
7353;52.307.012;13.632.982;Königs Wusterhausen, Am Nordhafen
7356;52.299.281;13.626.584;Königs Wusterhausen, Schloß
7357;52.300.531;13.588.879;Diepensee, Hauptstr.
7358;52.295.483;13.604.589;Königs Wusterhausen, Am Nottefließ
7365;52.265.562;13.535.742;Mittenwalde (LDS), Post
7366;52.359.083;1.357.238;Schulzendorf (LDS), Alt Schulzendorf
7367;52.370.609;13.682.992;Intercamping  
7368;52.371.737;13.693.328;Berlin, Schmöckwitzwerder
7384;52.300.448;13.499.799;Boddinsfelde
7385;52.306.688;13.512.928;Brusendorf, Dorf
7386;52.308.521;13.503.122;Brusendorf, Kreuzung
7394;52.369.367;13.637.044;Eichwalde, Friedenstr.
7395;52.376.542;13.642.024;Eichwalde, Schmöckwitzer Str.
7411;52.406.259;1.346.615;Großziethen, Rosa-Luxemburg-Weg
7412;5.241.445;13.438.804;Großziethen, Stadtgrenze Berlin
7419;52.336.205;13.541.989;Karlshof (bei Waltersdorf)
7428;52.294.957;13.597.651;Deutsch Wusterhausen, Baumschule
7429;52.301.802;13.599.261;Königs Wusterhausen, Darwinbogen
7430;52.286.923;13.614.758;Königs Wusterhausen, Bettina-von-Arnim-Str.
7431;52.294.773;13.586.005;Deutsch Wusterhausen, Denkmalplatz
7432;52.284.876;13.614.596;Königs Wusterhausen, Erich-Weinert-Str.
7433;52.292.519;13.620.283;Königs Wusterhausen, Luckenwalder Str./Goethestr.
7434;52.291.045;13.622.852;Königs Wusterhausen, Goethestr.
7435;52.285.027;13.613.443;Königs Wusterhausen, Heinrich-von-Kleist-Str.
7436;52.288.959;13.617.031;Königs Wusterhausen, Fontane-Center
7437;52.296.368;1.360.893;Königs Wusterhausen, Grenzweg
7438;52.300.564;136.254;Königs Wusterhausen, Kirchplatz
7439;52.302.474;13.628.343;Königs Wusterhausen, Krankenhaus
7440;52.299.921;13.630.331;Königs Wusterhausen, Landratsamt
7441;52.294.593;13.623.012;Königs Wusterhausen, Luckenwalder Str.
7442;522.878;1.362.162;Königs Wusterhausen, Fontaneplatz
7444;52.298.698;13.620.596;Königs Wusterhausen, Potsdamer Str.
7445;52.288.021;13.610.709;Königs Wusterhausen, Rosa-Luxemburg-Str.
7447;52.291.142;1.362.759;Königs Wusterhausen, Sportplatz
7452;52.295.945;13.584.405;Deutsch Wusterhausen, Kirche
7463;52.269.699;13.535.533;Mittenwalde (LDS), Schule
7464;52.263.692;13.536.526;Mittenwalde (LDS), Sparkasse
7465;5.227.073;13.537.122;Mittenwalde (LDS), Tankstelle
7478;5.231.008;13.648.301;Niederlehme, Wasserturm
7479;5.230.441;13.650.114;Niederlehme, Goethestr.
7480;52.318.249;13.650.878;Niederlehme, Kirche
7481;52.323.941;13.652.014;Niederlehme, Wederdamm
7482;52.300.203;13.650.822;Niederlehme, Dahmestr.
7483;52.303.971;13.654.481;Niederlehme, Schule
7494;52.290.901;13.556.156;Ragow (LDS), Eichenallee
7495;52.287.141;13.544.065;Ragow (LDS), Dorf
7496;52.284.405;13.539.588;Ragow (LDS), Lindenring
7497;52.342.086;13.519.625;Rotberg, Karlshofer Weg
7498;52.339.186;135.256;Rotberg, Süd
7500;52.278.789;13.598.944;Schenkendorf, Friedhof
7501;52.278.708;13.592.934;Schenkendorf, Kirche
7502;5.227.386;13.585.873;Schenkendorf, Zeppelinring Ost
7504;52.368.231;1.359.658;Schulzendorf (LDS), A.-Bebel-Str.
7505;5.238.727;13.505.269;Schönefeld (bei Berlin), Dorf
7506;52.395.617;13.530.015;Schönefeld (bei Berlin), Oberschule
7507;52.372.877;13.601.946;Schulzendorf (LDS), K.-Marx-Str.
7508;52.367.392;13.601.439;Schulzendorf (LDS), Puschkinstr.
7509;52.369.865;13.607.314;Schulzendorf (LDS), R.-Breitscheid-Str.
7521;52.373.238;13.593.177;Schulzendorf (LDS), Lindenstr.
7523;52.377.527;13.595.711;Schulzendorf (LDS), Waldstr.
7544;52.314.974;13.605.514;Wildau, A10 Center
7545;5.232.033;13.613.481;Wildau, Chausseestr.
7546;5.232.245;13.614.908;Wildau, Dorfaue
7547;52.324.169;13.619.312;Wildau, Fliederweg
7550;52.321.069;13.597.491;Wildau, Gewerbepark Nord
7551;52.326.059;1.363.028;Wildau, Gesundheitszentrum
7552;52.320.339;13.595.001;Wildau, Gewerbepark Süd
7553;52.317.821;13.600.396;Wildau, Albertusstr.
7566;52.339.639;13.619.819;Zeuthen, Friedhof
7567;52.345.657;13.621.389;Zeuthen, Miersdorfer Chaussee
7568;52.334.895;13.656.003;Ziegenhals, Friedrich-Engels-Str.
7569;52.338.837;13.659.481;Ziegenhals, Neubau
7570;52.340.585;13.668.703;Ziegenhals, Schule
7571;52.346.986;1.366.416;Ziegenhals, Sporthaus
7572;52.343.807;13.661.428;Ziegenhals, Schulstr.
7575;52.329.482;13.616.616;Wildau, Maiglöckchenweg
7576;52.327.232;13.635.781;Wildau, Birkenallee
7577;52.321.514;13.635.907;Wildau, Volkshaus
7578;52.327.311;13.631.368;Wildau, Hahnenbalz
7579;52.328.747;13.622.399;Wildau, Im Röthegrund
7580;52.329.906;13.611.893;Wildau, Blumenkorso
7582;52.325.493;13.638.034;Wildau, Fr.-Engels-Str.
7583;52.352.105;13.598.699;Schulzendorf (LDS), Kita
7584;52.354.751;13.595.169;Schulzendorf (LDS), Herweghstr.
7585;5.234.684;13.589.967;Schulzendorf (LDS), Münchener Str.
7586;52.350.109;13.584.111;Schulzendorf (LDS), Zum Mühlenschlag
7599;52.392.124;13.500.292;Schönefeld (bei Berlin), Grundschule
7600;52.348.438;13.620.478;Zeuthen, Forstallee
7601;5.233.222;13.639.016;Zeuthen, Seniorenstift
